,Unnamed: 0,4-block polymer,Electronic Dielectric Constant,Ionic Dielectric Constant,Total Dielectric Constant,HSE Band Gap (eV),SMILES,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumValenceElectrons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
60,60,NH-C4H2S-O-C4H2S,3.299,0.435,3.734,3.981,NC1=CSC=C1OC1=CSC=C1,196.996905844,1.1666666666666667,2.0833333333333335,2.6666666666666665,190.22799999999998,0.45344765490221206,0.16052571520975994,0.16052571520975994,-0.45344765490221206,197.28400000000002,62.0,0.5981619908821612,0.9830405310149719,0.0034441188483138947,0.18465332595324602,0.9222409590010138,236.16055756780946,1184.3207229714985,1324.6070482439395,2.71178694850444,0.16498701398641558
61,61,CH2-NH-CH2-CO,2.74,0.611,3.351,3.986,CNCC(=O),73.052763844,2.0,2.6,2.6,66.03899999999999,0.3133354790797628,0.13324454118926632,0.13324454118926632,-0.3133354790797628,73.095,30.0,0.655106530639587,0.9551688818253923,0.05085220414943038,0.38116136301330317,0.7786062031211586,39.885240243988456,106.78323346440524,181.59350511521058,1.5744099111697503,0.13731871840891025
62,62,NH-CO-NH-C6H4,3.416,0.799,4.215,3.609,NC(=O)NC1=CC=CC=C1,136.063662876,1.3,1.9,2.4,128.08999999999997,0.35137018639340106,0.31611852254893635,0.31611852254893635,-0.35137018639340106,136.15399999999997,52.0,0.5963986655059168,0.9864417004792972,0.00792871145942062,0.1595537629513175,0.8439694946476619,105.47585660873847,570.684315783253,674.169304124873,2.2441956047377376,1.1570956986923026e-11
63,63,CH2-C6H4-NH-CS,3.092,0.38,3.472,3.828,CC1=CC=CC=C1NC(=S),151.045570288,1.4,2.1,2.7,142.16199999999998,0.3524309240898444,0.06585110261214501,0.06585110261214501,-0.3524309240898444,151.23399999999998,52.0,0.5314975353015894,0.9738174125610715,0.0042564576364256005,0.26130022808289194,0.7658146166434241,198.5670231989738,598.4482617889382,765.2762058868586,2.2300695068814873,0.06534077213880338
64,64,CH2-CH2-CH2-O,2.527,0.309,2.836,7.187,CCCO,60.057514876,1.75,2.0,2.0,52.032000000000004,0.39638735063233616,0.04278927992053378,0.04278927992053378,-0.39638735063233616,60.096,26.0,0.4688434165016395,0.9644834800636881,0.04087502938169436,0.24700858649361598,0.8170107664177163,7.463184623671966,101.48625840117796,106.35372837592006,1.2928343505603337,0.09120715764024294
65,65,CH2-CS-CH2-O,3.113,0.521,3.634,2.666,CC(=S)CO,90.013935812,2.0,2.2,2.2,84.09899999999999,0.3911631377619732,0.07411193853156556,0.07411193853156556,-0.3911631377619732,90.14699999999999,30.0,0.3825843784623112,0.9604201550384821,0.014973683681852142,0.2844277635959605,0.782450506080956,54.99857052584594,146.74323450587622,188.61085459353322,1.532615551106442,0.11773354764996372
66,66,NH-C6H4-C6H4-O,3.946,0.472,4.418,3.498,NC1=CC=CC=C1C1=CC=CC=C1O,185.084063972,0.7857142857142857,1.3571428571428572,2.0,174.13799999999995,0.5073101431293858,0.12297638133517907,0.12297638133517907,-0.5073101431293858,185.226,70.0,0.38492536273059447,0.9611330180852701,0.002806552889732215,0.2853026716770006,0.7969341077522547,285.3599470413396,861.2074244904819,1079.0721197582652,2.500487044795336,0.10787202524347853
67,67,CH2-C4H2S-NH-CS,3.611,0.543,4.155,3.004,CC1=CSC=C1NC(=S),157.001991224,1.6666666666666667,2.4444444444444446,2.888888888888889,150.207,0.3517514575353007,0.06587257270072518,0.06587257270072518,-0.3517514575353007,157.26299999999998,48.0,0.4293574670672778,0.9640771700746967,0.003455677577614865,0.23307958694640327,0.8072281256055855,199.07072877582772,636.7688903896789,805.2123390458753,2.344084134700387,0.07142998079809562
68,68,CH2-C6H4-O-C4H2S,3.042,0.263,3.305,4.298,CC1=CC=CC=C1OC1=CSC=C1,190.04523594,1.1538461538461537,2.0,2.6923076923076925,180.18699999999995,0.45622592845660376,0.13760872453824835,0.13760872453824835,-0.45622592845660376,190.26700000000002,66.0,0.6047843385894941,0.9841496467443009,0.0037456338372465615,0.18152575209243782,0.9031139074939903,222.564647325674,1171.3851679054499,1158.9119297014256,2.747956606856991,0.17079107963404114
69,69,CH2-CH2-CO-C6H4,3.089,0.496,3.585,3.893,CCC(=O)C1=CC=CC=C1,134.07316494,1.3,1.9,2.4,124.09799999999998,0.29420774463959265,0.1620970253357633,0.1620970253357633,-0.29420774463959265,134.17799999999997,52.0,0.5001528748267379,0.9758484457314632,0.004192764240379912,0.2939936240134077,0.7960071977863533,154.49047235857117,535.1132972115416,604.832212258447,2.2002944969548976,0.04660793166852846
70,70,CO-C4H2S-C4H2S-CS,5.046,0.807,5.854,1.728,C(=O)C1=CSC=C1C1=CSC=C1C(=S),237.958077812,1.0,1.5714285714285714,2.142857142857143,232.30999999999997,0.29784027825442505,0.15101394481201663,0.15101394481201663,-0.29784027825442505,238.358,70.0,0.16099835463337359,0.9079548089383128,0.0009969626381320063,0.47680266799465326,0.778210799409189,772.0393269021268,1136.2023786086124,1502.948235658477,2.7573526649811537,0.1780087827475411
71,71,CH2-C6H4-O-C6H4,3.011,0.249,3.26,4.416,CC1=CC=CC=C1OC1=CC=CC=C1,184.088815004,0.7857142857142857,1.4285714285714286,2.142857142857143,172.14199999999997,0.4571045194913835,0.1298305619016015,0.1298305619016015,-0.4571045194913835,184.23800000000003,70.0,0.5086545739276547,0.9733924637317352,0.004007408673502413,0.20497894811601314,0.8871453389266348,221.7331154032774,1080.2960591272722,1270.847686247945,2.64033250593974,3.716825063084504e-11
72,72,CO-C4H2S-C6H4-O,4.134,0.845,4.978,2.323,C(=O)C1=CSC=C1C1=CC=CC=C1O,204.024500496,1.1428571428571428,1.9285714285714286,2.642857142857143,196.18599999999995,0.5073106085239564,0.15101543775465567,0.15101543775465567,-0.5073106085239564,204.25,70.0,0.29194393481173225,0.940112976636413,0.0016888176954884752,0.3416911251790018,0.7336783023555141,454.2746918601668,991.0520039100371,1323.686720449564,2.6436136351776183,0.15574617637496152
73,73,CO-C4H2S-CO-O,3.096,1.256,4.352,3.471,C(=O)C1=CSC=C1C(=O)O,155.988114988,1.6,2.3,2.7,152.12999999999997,0.477600873649137,0.33676998727373825,0.33676998727373825,-0.477600873649137,156.16199999999998,52.0,0.2581539257135213,0.8931719776824565,0.0023351626505040044,0.3655674137298864,0.6162347657398971,336.2094314969373,409.7983670894131,752.72435502151,2.227587837039324,6.320205386838409e-10
74,74,CH2-CS-C4H2S-O,4.052,0.861,4.913,2.103,CC(=S)C1=CSC=C1O,157.986006812,1.6666666666666667,2.3333333333333335,2.5555555555555554,152.19899999999998,0.5064133585552612,0.1340838203177375,0.1340838203177375,-0.5064133585552612,158.24699999999999,48.0,0.3076954352279804,0.9424067024587707,0.0035151396861359875,0.3117216710889559,0.8713085586198372,216.96108304986302,567.8033159987071,654.730527416559,2.1624766836780616,0.27431110095048644
75,75,CH2-O-C4H2S-C6H4,3.187,0.408,3.596,3.574,COC1=CSC=C1C1=CC=CC=C1,190.04523594,1.0769230769230769,1.8461538461538463,2.5384615384615383,180.18699999999995,0.49523632031494463,0.13685667700050314,0.13685667700050314,-0.49523632031494463,190.26700000000002,66.0,0.38125876638574885,0.9579977576007244,0.0022116757765102213,0.28744098940715634,0.7636002302563959,344.18250441458054,921.6122239753809,1212.1585937935586,2.6180797802830615,0.0853132834482787
76,76,CH2-C4H2S-CO-C4H2S,3.759,0.914,4.672,2.891,CC1=CSC=C1C(=O)C1=CSC=C1,208.001656876,1.2307692307692308,2.076923076923077,2.6153846153846154,200.24299999999997,0.28854005105211866,0.19446218637152868,0.19446218637152868,-0.28854005105211866,208.30700000000002,66.0,0.4632098264030263,0.9710326530635763,0.0027879968311092466,0.22940347152594998,0.8652659346878336,296.28513281500517,1320.0980933508686,1413.9545627757468,2.7093524778612386,0.24908242606079845
77,77,CO-C6H4-CO-O,3.139,1.342,4.48,3.676,C(=O)C1=CC=CC=C1C(=O)O,150.031694052,1.3636363636363635,2.0,2.4545454545454546,144.08499999999998,0.47762213356265365,0.3359143213584507,0.3359143213584507,-0.47762213356265365,150.13299999999998,56.0,0.2523593317366563,0.9116623669289416,0.002177552893555813,0.44850396794933317,0.5346187781270663,282.1103971220228,399.64422124946685,706.5904421143997,2.1893188881554173,1.1595065861641385e-09
78,78,CH2-CH2-CO-C4H2S,3.216,0.547,3.762,3.446,CCC(=O)C1=CSC=C1,140.029585876,1.7777777777777777,2.5555555555555554,3.0,132.143,0.29417564178356354,0.1629334115697195,0.1629334115697195,-0.29417564178356354,140.207,48.0,0.520233541649176,0.9757216883326164,0.007181746524945188,0.16277705982950408,0.7435050974892888,146.49386231199225,484.09591907363125,635.4340419142804,2.191373028513977,0.08678376719403445
79,79,CH2-CO-CS-C6H4,3.708,0.498,4.205,2.526,CC(=O)C(=S)C1=CC=CC=C1,164.029585876,1.2727272727272727,1.8181818181818181,2.272727272727273,156.16499999999996,0.2935485560379774,0.1706692062348938,0.1706692062348938,-0.2935485560379774,164.22899999999998,56.0,0.3535313657220031,0.9511235052770562,0.003306568191048871,0.3089551183323447,0.8294681542844982,247.3156145466219,648.446086509882,842.0260560335698,2.3503067790465,0.15937618004652326
80,80,CH2-CS-CO-O,3.064,0.829,3.893,2.388,CC(=S)C(=O)O,103.993200368,1.8333333333333333,2.0,2.0,100.09799999999998,0.47727572255571343,0.3417189717996573,0.3417189717996573,-0.47727572255571343,104.12999999999998,34.0,0.3473332127350245,0.9367308284965603,0.007550958423250091,0.348114177523831,0.6865354828284524,91.93448201282989,186.9515332640057,286.42237034194164,1.6919214532224334,2.6431884161647514e-10
81,81,NH-C4H2S-NH-C4H2S,3.399,0.444,3.843,3.606,NC1=CSC=C1NC1=CSC=C1,196.012890256,1.1666666666666667,2.0833333333333335,2.6666666666666665,188.236,0.39636864859542337,0.07264957306098455,0.07264957306098455,-0.39636864859542337,196.3,62.0,0.5527693169555551,0.9867853499141208,0.0034420071865079098,0.17938421111784514,0.8354186071766787,262.3272861583726,1154.1634666120701,1484.566540087995,2.8072502264209773,1.2768376303038152e-10
82,82,C6H4-CS-C6H4-CS,3.33,0.213,3.543,2.041,C1=CC=CC=C1C(=S)C1=CC=CC=C1C(=S),242.02239232,0.875,1.5,2.1875,232.28799999999995,0.08805624413436845,0.05276588545544619,0.05276588545544619,-0.08805624413436845,242.36800000000002,78.0,0.27570564941018694,0.942375003407294,0.0012958838615570645,0.39384478224487207,0.7971773771363488,641.5697450295938,1466.6005049979078,1581.1222752740598,2.9289740248884204,0.2788827638763186
83,83,CH2-C6H4-CH2-C6H4,3.12,0.087,3.207,4.782,CC1=CC=CC=C1CC1=CC=CC=C1,182.109550448,0.7857142857142857,1.4285714285714286,2.142857142857143,168.15399999999997,0.06224836069970236,-0.002315077200519379,0.002315077200519379,-0.06224836069970236,182.26600000000002,70.0,0.4534609605068364,0.9692413413711056,0.0033635617125957707,0.2558071797996739,0.8812632836340832,272.93558868879956,933.9196915480836,1056.455483478739,2.6716973132985746,0.2234686003621339
84,84,CH2-C4H2S-O-CS,3.401,0.445,3.846,3.267,CC1=CSC=C1OC(=S),157.986006812,1.6666666666666667,2.4444444444444446,2.888888888888889,152.19899999999998,0.45244436249021885,0.15403458818017354,0.15403458818017354,-0.45244436249021885,158.24699999999999,48.0,0.5799479643595827,0.9844845529843977,0.006421368125930227,0.2274038560252144,0.8844029871927481,130.16787159766312,742.8678634575034,779.8416025903558,2.3741994914709244,0.0874081242350241
85,85,CO-C6H4-C6H4-C4H2S,4.939,0.57,5.509,1.941,C(=O)C1=CC=CC=C1C1=CC=CC=C1C1=CSC=C1,264.060886004,0.7894736842105263,1.4736842105263157,2.1578947368421053,252.25299999999996,0.29787232646757655,0.15017410239300544,0.15017410239300544,-0.29787232646757655,264.349,92.0,0.13195052065763607,0.9278794042748403,0.0006784880977108861,0.5616742127345062,0.684291325387732,1029.3008424621296,1362.807498901192,2021.7303008701167,2.7992994514802296,0.2673616636535732
86,86,CH2-CH2-NH-C4H2S,3.085,0.441,3.526,3.83,CCNC1=CSC=C1,127.045570288,1.75,2.625,3.125,118.13999999999999,0.3846526205687475,0.0448225565285472,0.0448225565285472,-0.3846526205687475,127.21199999999996,44.0,0.5031270240222734,0.9847067374485385,0.008557101558431889,0.17476870018659763,0.830807147065555,98.66422666422231,427.1497670094678,561.7795176241714,2.0346382582446156,0.07687630517130668
87,87,CH2-CH2-CO-O,2.521,0.572,3.092,6.838,CCC(=O)O,74.036779432,2.0,2.2,2.2,68.031,0.4812379170193394,0.30255843749205596,0.30255843749205596,-0.4812379170193394,74.079,30.0,0.2550217208420073,0.9337830745912002,0.015587687249365819,0.38302515825538,0.7596317398577224,46.01045297061746,100.4719904316217,135.6732564543804,1.4731396719602803,0.18280494622462357
88,88,CH2-CO-CS-C4H2S,3.732,0.625,4.357,2.385,CC(=O)C(=S)C1=CSC=C1,169.986006812,1.7,2.4,2.8,164.20999999999998,0.2935480210156082,0.1706995238063966,0.1706995238063966,-0.2935480210156082,170.25799999999998,52.0,0.41916811913321317,0.9594233757680346,0.003508652559115107,0.28578809798954674,0.7790525785582206,236.2231709410198,700.8295754028446,858.8237811340734,2.3635025350834504,0.08654832031142846
89,89,CH2-C6H4-CH2-CS,3.193,0.217,3.41,3.078,CC1=CC=CC=C1CC(=S),150.05032132,1.4,2.1,2.7,140.16599999999997,0.09311721678683225,0.0010364717165112693,0.0010364717165112693,-0.09311721678683225,150.24599999999998,52.0,0.5553610586128414,0.9369803656798197,0.004889941124377405,0.26655403376675685,0.8933468548181822,148.28649299719663,492.596419490813,698.0958057458316,2.4114184112920656,0.28131465938370825
90,90,CH2-C6H4-NH-C6H4,3.312,0.365,3.677,3.908,CC1=CC=CC=C1NC1=CC=CC=C1,183.104799416,0.7857142857142857,1.4285714285714286,2.142857142857143,170.14999999999998,0.35531054871322926,0.04134230026043396,0.04134230026043396,-0.35531054871322926,183.25400000000002,70.0,0.5375985944795929,0.9838389135687128,0.0033809746812063237,0.17696256360465434,0.8263699255444438,238.50495963614566,1063.8592093341697,1354.126489713451,2.7503323432936457,3.783425180003697e-11
91,91,C6H4-C4H2S-C6H4-O,4.097,0.359,4.455,2.267,C1=CC=CC=C1C1=CSC=C1C1=CC=CC=C1O,252.060886004,0.6666666666666666,1.3333333333333333,2.111111111111111,240.24199999999993,0.5073106218355887,0.1229505425593292,0.1229505425593292,-0.5073106218355887,252.338,88.0,0.14938574269089136,0.8285717682633374,0.0005841663709923755,0.5612486898653926,0.6024713652910216,1066.3738258006613,1109.8119116299347,1782.6970314771409,2.9014116395517475,0.2562759760381736
92,92,C6H4-C4H2S-O-CS,3.962,0.604,4.567,2.376,C1=CC=CC=C1C1=CSC=C1OC(=S),220.001656876,1.1428571428571428,1.9285714285714286,2.642857142857143,212.25399999999996,0.4520668239784814,0.15405305303825406,0.15405305303825406,-0.4520668239784814,220.31799999999998,70.0,0.24345928413109488,0.9101650701352408,0.001089351178570673,0.3915337911498235,0.7324977902273533,625.8836093462999,968.8176355402585,1792.721313375195,2.9444984993288057,0.06998401538750533
93,93,CH2-C4H2S-C4H2S-CS,4.385,0.492,4.877,1.997,CC1=CSC=C1C1=CSC=C1C(=S),223.978813256,1.0769230769230769,1.7692307692307692,2.3846153846153846,216.31099999999998,0.15149384442165184,0.01006807918849604,0.01006807918849604,-0.15149384442165184,224.375,66.0,0.25353193527576956,0.9157584081617038,0.0012112064482197177,0.39374975502972076,0.7199747183422182,602.9452762837694,1097.9224736635763,1453.4022923537186,2.6729113914390563,0.272813123150145
94,94,CH2-CO-CH2-O,2.65,0.911,3.561,5.014,CC(=O)CO,74.036779432,2.0,2.2,2.2,68.03099999999999,0.3886043602174644,0.15461556617660263,0.15461556617660263,-0.3886043602174644,74.079,30.0,0.40451987349092405,0.9640175173247711,0.018889165811218262,0.2709150111041983,0.7517332489492191,38.85901730508534,107.26150217557036,144.74202542501433,1.4698484696667127,7.315006100138585e-13
95,95,C6H4-C4H2S-C4H2S-C4H2S,7.691,0.174,7.865,1.289,C1=CC=CC=C1C1=CSC=C1C1=CSC=C1C1=CSC=C1,324.01011338399996,0.47619047619047616,1.0952380952380953,1.7142857142857142,312.399,0.15178194675465573,0.00167379278543209,0.00167379278543209,-0.15178194675465573,324.495,102.0,0.12236591733869359,0.8571324462272595,0.000572306132020764,0.5143940493880569,0.8205115737243723,1435.358570907112,2284.1865532763954,2837.652200592044,3.0478914929876364,0.4934537006570334
96,96,CH2-C4H2S-NH-O,3.267,0.554,3.82,3.999,CC1=CSC=C1NO,129.024834844,1.625,2.375,2.625,122.12799999999999,0.29105991298055345,0.07375842110262361,0.07375842110262361,-0.29105991298055345,129.184,44.0,0.3297344345880474,0.969057928707331,0.005265666723679555,0.30294949271683647,0.668068605649039,139.97120141341858,312.1598677161714,448.00402927113385,1.9338258877043657,0.06544435156391648
97,97,CH2-CO-C6H4-C4H2S,3.508,0.367,3.875,2.939,CC(=O)C1=CC=CC=C1C1=CSC=C1,202.04523594,1.2142857142857142,2.0,2.642857142857143,192.19799999999998,0.29448804796206385,0.15992392496263513,0.15992392496263513,-0.29448804796206385,202.278,70.0,0.3374976203099904,0.9495458914315381,0.0018330882703859685,0.30705935248473837,0.746150134283644,407.06678041904144,962.4740637574945,1285.1417084696577,2.6270749794570984,0.10672901606984596
98,98,NH-CO-O-C4H2S,3.393,0.849,4.242,3.488,NC(=O)OC1=CSC=C1,143.0040994,1.7777777777777777,2.5555555555555554,3.0,138.12699999999998,0.4096132182060402,0.4094911306760452,0.4094911306760452,-0.4096132182060402,143.167,48.0,0.600148009180293,0.9872650903074517,0.009529414765940502,0.16095673599706395,0.9806922760112393,101.16420434303058,610.0211214024159,636.1181289703983,2.216758011964398,0.21239996308995496
99,99,CH2-C4H2S-CO-O,3.092,0.71,3.802,3.913,CC1=CSC=C1C(=O)O,142.008850432,1.6666666666666667,2.3333333333333335,2.5555555555555554,136.13099999999997,0.4776108122732172,0.33630439156808994,0.33630439156808994,-0.4776108122732172,142.179,48.0,0.3737625446782196,0.9554913525428821,0.00418683346366577,0.29629613613543226,0.7008972267886867,174.43568443649463,408.1199841739141,582.7098901758002,2.0646481086778334,4.909336530986308e-10
100,100,CH2-CS-C6H4-NH,4.173,0.874,5.047,2.248,CC(=S)C1=CC=CC=C1N,151.045570288,1.4,2.0,2.4,142.16199999999998,0.39821146505641475,0.03982948808214805,0.03982948808214805,-0.39821146505641475,151.23399999999995,52.0,0.3091454029692834,0.9442591404910116,0.004218707616722295,0.35959156304621165,0.8328213534016056,215.83517965960314,519.93596388338,618.735083190282,2.168304614828729,0.25849859512083945
101,101,CO-O-C6H4-CS,3.48,0.736,4.216,2.526,C(=O)OC1=CC=CC=C1C(=S),166.008850432,1.3636363636363635,2.090909090909091,2.727272727272727,160.153,0.4280875199092188,0.29801740926576564,0.29801740926576564,-0.4280875199092188,166.201,56.0,0.2041250290088676,0.8620796304993554,0.001513225234218562,0.508387235046478,0.654133532063859,412.2256206836305,509.71383806581844,763.4097801857105,2.3315959856170467,0.21262395197026515
102,102,NH-CO-C4H2S-CS,3.897,1.011,4.908,2.337,NC(=O)C1=CSC=C1C(=S),170.98125578,1.7,2.4,2.8,166.206,0.3655546068617733,0.24968302570441434,0.24968302570441434,-0.3655546068617733,171.246,52.0,0.23917792762971782,0.8950879376835003,0.00156972254380844,0.4384789630719245,0.5685067825874659,362.35366379733193,522.1557959208538,843.6081291257673,2.260352603988319,0.06252744494517569
103,103,NH-CO-O-CS,3.112,2.384,5.496,2.833,NC(=O)OC(=S),104.988449336,2.0,2.5,2.5,102.094,0.4096965555538903,0.4096965555538903,0.40659624288366863,-0.40659624288366863,105.118,34.0,0.5844003589886608,0.981075379190817,0.014354474206524867,0.2090477433312776,0.9209822599503084,55.3947455614239,312.2089981672579,330.4586170056917,1.7347890241741513,0.18461451243451554
104,104,CH2-NH-CS-CO,3.397,1.398,4.795,2.287,CNC(=S)C(=O),103.00918478,2.0,2.5,2.5,98.106,0.376682611796602,0.17656960378974185,0.17656960378974185,-0.376682611796602,103.14599999999999,34.0,0.277999857623844,0.9166568450495413,0.0058506886286923375,0.2787646682048635,0.5899629336440182,81.7093485501029,211.83466123640667,292.7287756122586,1.7315643008479775,2.5087163845539813e-11
105,105,CH2-CO-C4H2S-O,3.201,0.825,4.026,3.279,CC(=O)C1=CSC=C1O,142.008850432,1.6666666666666667,2.3333333333333335,2.5555555555555554,136.13099999999997,0.506318955531933,0.16386069158187688,0.16386069158187688,-0.506318955531933,142.179,48.0,0.34189358513489626,0.9466879581165482,0.003764410387927475,0.3203562041568491,0.6785105729442089,184.04059878425207,386.1859645274904,569.267863180117,2.049291950174133,4.2252779031197387e-10
106,106,CH2-CH2-C6H4-O,2.979,0.254,3.233,4.275,CCC1=CC=CC=C1O,122.07316494,1.3333333333333333,2.0,2.4444444444444446,112.08699999999997,0.5076763141588115,0.11825136868411397,0.11825136868411397,-0.5076763141588115,122.16699999999996,48.0,0.28296963016413695,0.9318278004716638,0.0046303750705354325,0.3804166640006773,0.6998118355849955,149.9867830074237,275.5084966650614,403.89971670820165,1.9218411652281455,0.10356323127921956
107,107,CH2-C6H4-CS-C6H4,3.468,0.219,3.687,2.576,CC1=CC=CC=C1C(=S)C1=CC=CC=C1,212.065971384,0.8666666666666667,1.4666666666666666,2.1333333333333333,200.22099999999995,0.07878530476666575,0.05240056110386535,0.05240056110386535,-0.07878530476666575,212.317,74.0,0.26638974473098265,0.9488072820883524,0.0018296430255047846,0.3484696130368708,0.8603134434649533,479.85041639590224,1145.7881735931444,1331.1974701564322,2.719739927408308,0.26334713862344294
108,108,CO-C6H4-CO-C6H4,3.551,0.581,4.132,3.308,C(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1,210.06807956,0.875,1.5,2.1875,200.15199999999996,0.2978701932225424,0.19324237937718772,0.19324237937718772,-0.2978701932225424,210.232,78.0,0.39349779372522403,0.9419743981434181,0.0017962886897242355,0.28587874109030614,0.8246353017366737,453.0313266681296,1276.549806952458,1443.0047630746126,2.865757878859519,0.09335249408428589
109,109,CH2-C4H2S-CH2-O,3.102,0.522,3.623,2.933,CC1=CSC=C1CO,128.029585876,1.625,2.375,2.625,120.13199999999998,0.39163946428973956,0.06920223142546171,0.06920223142546171,-0.39163946428973956,128.196,44.0,0.31508175451888565,0.9350641931039122,0.00499789164888557,0.35444480476834367,0.6500966736037228,159.94094656900026,306.04988545195886,435.96312107977144,1.9250539846077783,0.04201833101944524
110,110,CH2-NH-C4H2S-CO,3.692,0.983,4.674,2.721,CNC1=CSC=C1C(=O),141.024834844,1.6666666666666667,2.4444444444444446,2.888888888888889,134.13899999999998,0.38686803178973,0.15247048264742366,0.15247048264742366,-0.38686803178973,141.195,48.0,0.25497490623864805,0.9247563121702813,0.002766866281130721,0.46639970128011593,0.6102864496039568,220.0929606193749,352.23577583964806,571.9324038802966,2.0608374675440446,2.8483215335653655e-11
111,111,CH2-NH-C6H4-NH,3.087,0.652,3.738,3.663,CNC1=CC=CC=C1N,122.08439831999999,1.3333333333333333,2.0,2.4444444444444446,112.09099999999998,0.39705687392247363,0.05708116647782182,0.05708116647782182,-0.39705687392247363,122.17099999999999,48.0,0.2920381898135238,0.9307153355765273,0.003856814333340833,0.3725877541293272,0.6199360197399324,160.69715212204173,273.42649455770237,426.96964780003736,1.9630681714599538,1.6622720403927266e-11
112,112,NH-CS-O-CS,3.697,1.133,4.83,2.999,NC(=S)OC(=S),120.965605716,1.8333333333333333,2.3333333333333335,2.3333333333333335,118.162,0.4281700064403107,0.25922981293336345,0.25922981293336345,-0.4281700064403107,121.18599999999998,34.0,0.6119766892517583,0.9871201739287883,0.012741787221883311,0.33468022944651915,0.7679397593811769,119.5766483125646,317.6287317048503,343.9016818358226,2.1049059119081406,0.3436178599911542
113,113,CH2-C6H4-O-CS,3.034,0.309,3.344,3.891,CC1=CC=CC=C1OC(=S),152.029585876,1.4,2.1,2.7,144.15399999999997,0.4533237167131006,0.1539899927369685,0.1539899927369685,-0.4533237167131006,152.218,52.0,0.6022618035302891,0.9685158141601262,0.004018875675831044,0.2950122370839215,0.8676127625834238,135.90146794555125,649.4376799541408,854.240682334949,2.364974099219603,0.04891100971391093
114,114,NH-CS-C4H2S-O,4.189,0.948,5.137,2.443,NC(=S)C1=CSC=C1O,158.98125578,1.6666666666666667,2.3333333333333335,2.5555555555555554,154.195,0.5063404875653255,0.1359349618991207,0.1359349618991207,-0.5063404875653255,159.23499999999999,48.0,0.3049798694861265,0.9443872385135506,0.004018238563128198,0.3250388013242333,0.8769578285632601,209.2190924596656,571.30396588641,657.4249692725208,2.172391499718274,0.2884067227917654
115,115,CO-C6H4-C6H4-O,3.241,0.419,3.659,3.337,C(=O)C1=CC=CC=C1C1=CC=CC=C1O,198.06807956,0.8666666666666667,1.4666666666666666,2.1333333333333333,188.14099999999996,0.5073111208159587,0.15017607722832818,0.15017607722832818,-0.5073111208159587,198.221,74.0,0.2947599962337381,0.9322408856347317,0.0016693999528440845,0.36499855656067653,0.9076849817901154,444.5935901632681,923.6190233983294,1114.498463673929,2.549761570040515,0.2598429480462834
116,116,CH2-NH-CH2-C4H2S,2.945,0.486,3.431,4.236,CNCC1=CSC=C1,127.045570288,1.75,2.625,3.125,118.13999999999999,0.3156650377578594,0.021024865700758868,0.021024865700758868,-0.3156650377578594,127.21199999999996,44.0,0.5332198484085888,0.9778769802966867,0.013146004755556513,0.18061178123979377,0.922300062999046,100.97512034373298,405.27686022886866,487.24776722314704,2.1777503903315756,0.09433062265513005
117,117,C4H2S-CS-O-CS,4.574,0.742,5.316,1.917,C1=CSC=C1C(=S)OC(=S),187.942427748,1.7,2.5,3.0,184.266,0.4414324301131462,0.1987050017669047,0.1987050017669047,-0.4414324301131462,188.298,52.0,0.41990070161152476,0.9318041133982168,0.0012945125042338685,0.2234715398876018,0.6797269684720777,460.7521921594262,934.235918266262,1171.0266287681661,2.57067724936068,0.12381984614685825
118,118,CO-C4H2S-C6H4-C4H2S,5.667,0.746,6.414,1.732,C(=O)C1=CSC=C1C1=CC=CC=C1C1=CSC=C1,270.01730693999997,0.8333333333333334,1.6666666666666667,2.388888888888889,260.29799999999994,0.2978402823458105,0.15101345083715523,0.15101345083715523,-0.2978402823458105,270.378,88.0,0.13334724397583606,0.8160875110999103,0.000603082405887859,0.6219744958665505,0.6953295028073546,1198.475555581094,1250.095399110825,1948.4780030529037,2.8476601074960692,0.43203751484312464
119,119,CO-C4H2S-C4H2S-C4H2S,6.738,0.943,7.681,1.264,C(=O)C1=CSC=C1C1=CSC=C1C1=CSC=C1,275.973727876,0.8235294117647058,1.588235294117647,2.3529411764705883,268.343,0.29784027825817544,0.15101394387160622,0.15101394387160622,-0.29784027825817544,276.407,84.0,0.14642216062295793,0.7661581992205476,0.0005665109440564858,0.5722424435285182,0.6475547714364938,1174.7085749249682,1312.5071677280605,2239.985797550702,2.942058960847721,0.31050380348369827
120,120,CH2-NH-CS-C4H2S,3.605,0.771,4.376,3.071,CNC(=S)C1=CSC=C1,157.001991224,1.7777777777777777,2.5555555555555554,3.0,150.207,0.3788487847929599,0.10667398564015482,0.10667398564015482,-0.3788487847929599,157.263,48.0,0.40172071626507033,0.9539099121050099,0.003579839504478117,0.2940850582432243,0.7738917378971313,210.89311452034542,583.5536537863992,676.7788215982636,2.2351036714865167,0.10581287648578815
